Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,Ad Topic Line,City,Male,Country,Timestamp,Clicked on Ad
85.01,29,59797.64,192.5,Devolved exuding Local Area Network,Evansfurt,0,Slovakia (Slovak Republic),2016-05-03 16:02:50,0
68.95,51,74623.27,185.85,Front-line bandwidth-monitored capacity,South Adamhaven,1,United States Virgin Islands,2016-03-15 20:19:20,0
67.59,45,58677.69,113.69,User-centric solution-oriented emulation,Brittanyborough,0,Monaco,2016-07-23 05:21:39,1
75.71,34,62109.8,246.06,Phased hybrid intranet,Barbershire,0,Portugal,2016-03-11 10:01:23,0
43.07,36,60583.02,137.63,Monitored zero administration collaboration,East Ericport,1,Turkey,2016-02-11 20:45:46,1
39.47,43,65576.05,163.48,Team-oriented systematic installation,Crawfordfurt,1,Uganda,2016-07-06 23:09:07,1
48.22,40,73882.91,214.33,Inverse national core,Turnerville,0,Norfolk Island,2016-03-22 19:14:47,0
76.76,25,50468.36,230.77,Secured uniform instruction set,Kylieview,1,Niue,2016-05-26 13:28:36,0
78.74,27,51409.45,234.75,Quality-focused zero tolerance matrices,West Zacharyborough,0,Ukraine,2016-06-18 19:10:14,0
67.47,24,60514.05,225.05,Multi-tiered heuristic strategy,Watsonfort,1,Vanuatu,2016-03-20 07:12:52,0
81.17,30,57195.96,231.91,Optimized static archive,Dayton,1,United States Minor Outlying Islands,2016-06-03 07:00:36,0
89.66,34,52802.58,171.23,Advanced didactic conglomeration,Nicholasport,1,Armenia,2016-02-03 15:15:42,0
79.6,28,56570.06,227.37,Synergistic discrete middleware,Whitneyfort,1,Sweden,2016-05-03 16:55:02,0
65.53,19,51049.47,190.17,Pre-emptive client-server installation,Coffeytown,1,Timor-Leste,2016-06-20 02:25:12,0
61.87,35,66629.61,250.2,Multi-channeled attitude-oriented toolset,North Johnside,1,French Southern Territories,2016-07-10 19:15:52,0
83.16,41,70185.06,194.95,Decentralized 24hour approach,Robinsonland,0,Finland,2016-01-04 04:00:35,0
44.11,41,43111.41,121.24,Organic next generation matrix,Lake David,1,Saint Vincent and the Grenadines,2016-04-20 16:49:15,1
56.57,26,56435.6,131.98,Multi-channeled non-volatile website,West Ericaport,0,Senegal,2016-01-23 13:14:18,1
83.91,29,53223.58,222.87,Distributed bifurcated challenge,Haleberg,0,Burundi,2016-01-04 22:27:25,0
79.8,28,57179.91,229.88,Customizable zero-defect Internet solution,West Michaelport,1,Bahamas,2016-04-08 22:40:55,0
71.23,52,41521.28,122.59,Self-enabling zero administration neural-net,Ericksonmouth,0,Sweden,2016-01-05 11:53:17,1
47.23,43,73538.09,210.87,Optimized upward-trending productivity,Yangside,1,Svalbard & Jan Mayen Islands,2016-03-17 22:24:02,1
82.37,30,63664.32,207.44,Open-architected system-worthy ability,Estradafurt,0,Tonga,2016-06-29 04:23:10,0
43.63,38,61757.12,135.25,Quality-focused maximized extranet,Frankport,1,Korea,2016-05-25 19:45:16,1
70.9,28,71727.51,190.95,Centralized client-driven workforce,Port Juan,0,Kyrgyz Republic,2016-06-17 23:19:38,0
71.9,29,72203.96,193.29,De-engineered intangible flexibility,Williamsside,1,Costa Rica,2016-04-24 07:20:16,0
62.12,37,50671.6,105.86,Re-engineered intangible software,Johnsonview,1,Liechtenstein,2016-03-18 13:00:12,1
67.35,29,47510.42,118.69,Sharable secondary Graphical User Interface,East Heidi,0,Zimbabwe,2016-04-28 21:58:25,1
57.99,50,62466.1,124.58,Innovative homogeneous alliance,New Angelview,0,Costa Rica,2016-02-12 08:46:15,1
66.8,29,59683.16,248.51,Diverse leadingedge website,Lake Brandonview,0,Hungary,2016-07-11 13:23:37,1
49.13,32,41097.17,120.49,Optimized intermediate help-desk,Morganport,0,Fiji,2016-01-29 00:45:19,1
45.11,58,39799.73,195.69,Sharable reciprocal project,Browntown,0,Netherlands,2016-01-05 16:26:44,1
54.35,42,76984.21,164.02,Proactive interactive service-desk,Lake Hailey,0,Sweden,2016-06-20 08:22:09,0
61.82,59,57877.15,151.93,Open-architected needs-based customer loyalty,Olsonside,1,Barbados,2016-02-06 17:48:28,1
77.75,31,59047.91,240.64,Multi-lateral motivating circuit,Coxhaven,1,Paraguay,2016-06-22 17:19:09,0
70.61,28,72154.68,190.12,Assimilated encompassing portal,Meaganfort,0,Italy,2016-04-16 05:24:33,0
82.72,31,65704.79,179.82,Cross-group global orchestration,North Monicaville,0,Belarus,2016-01-17 05:07:11,0
76.87,36,72948.76,212.59,Down-sized bandwidth-monitored core,Mullenside,0,South Georgia and the South Sandwich Islands,2016-07-08 22:30:10,0
65.07,34,73941.91,227.53,Monitored explicit hierarchy,Princebury,1,Anguilla,2016-03-11 00:05:48,0
56.93,37,57887.64,111.8,Reactive demand-driven strategy,Bradleyside,0,Sierra Leone,2016-06-10 00:35:15,1
48.86,35,62463.7,128.37,Universal empowering adapter,Elizabethbury,1,Saint Martin,2016-01-04 00:44:57,1
36.56,29,42838.29,195.89,Team-oriented bi-directional secured line,West Ryan,0,Uganda,2016-01-01 15:14:24,1
85.73,32,43778.88,147.75,Stand-alone radical throughput,New Tammy,1,Saudi Arabia,2016-07-10 17:24:51,1
75.81,40,71157.05,229.19,Inverse zero-defect capability,Sanchezland,0,Greenland,2016-03-27 19:50:11,0
72.94,31,74159.69,190.84,Multi-tiered real-time implementation,Rogerland,0,Venezuela,2016-04-29 13:38:19,0
53.63,54,50333.72,126.29,Front-line zero-defect array,Vanessaview,1,Liberia,2016-01-08 18:13:43,1
52.35,25,33293.78,147.61,Mandatory 4thgeneration structure,Jessicashire,1,Mali,2016-06-05 07:54:30,1
52.84,51,38641.2,121.57,Synergistic asynchronous superstructure,Melissachester,1,Bosnia and Herzegovina,2016-06-29 10:50:45,1
51.58,33,49822.78,115.91,Vision-oriented system-worthy forecast,Johnsontown,0,Brunei Darussalam,2016-04-24 13:46:10,1
42.32,29,63891.29,187.09,Digitized radical architecture,New Joshuaport,1,South Georgia and the South Sandwich Islands,2016-02-14 04:14:13,1
55.04,42,43881.73,106.96,Quality-focused optimizing parallelism,Hernandezside,1,Czech Republic,2016-06-15 05:43:02,1
68.58,41,13996.5,171.54,Exclusive discrete firmware,New Williamville,1,El Salvador,2016-07-06 12:04:29,1
85.54,27,48761.14,175.43,Right-sized solution-oriented benchmark,Gilbertville,1,Tokelau,2016-03-31 13:54:51,0
71.14,30,69758.31,224.82,Assimilated stable encryption,Newmanberg,0,France,2016-06-21 00:52:47,0
64.38,19,52530.1,180.47,Configurable dynamic secured line,West Alice,1,Gabon,2016-05-27 05:23:26,0
88.85,40,58363.12,213.96,Cloned optimal leverage,Cannonbury,0,Bulgaria,2016-01-17 18:45:55,0
66.79,60,60575.99,198.3,Decentralized client-driven data-warehouse,Shelbyport,1,Burkina Faso,2016-04-07 20:34:42,1
32.6,45,48206.04,185.47,Multi-tiered interactive neural-net,New Henry,0,Mayotte,2016-05-02 18:37:01,1
43.88,54,31523.09,166.85,Enhanced methodical database,Dustinmouth,1,Somalia,2016-06-04 17:24:07,1
56.46,26,66187.58,151.63,Ameliorated leadingedge help-desk,South Lisa,0,Albania,2016-04-07 18:52:57,1
72.18,30,69438.04,225.02,De-engineered attitude-oriented projection,Lisamouth,0,Bolivia,2016-06-10 22:21:10,0
52.67,44,14775.5,191.26,Persevering 5thgeneration knowledge user,New Hollyberg,0,Jersey,2016-05-19 06:37:38,1
80.55,35,68016.9,219.91,Extended grid-enabled hierarchy,Port Brittanyville,0,British Virgin Islands,2016-03-28 23:01:24,0
67.85,41,78520.99,202.7,Reactive tangible contingency,East Ronald,1,Saint Helena,2016-01-21 22:51:34,1
75.55,36,31998.72,123.71,Decentralized attitude-oriented interface,South Davidmouth,1,Bosnia and Herzegovina,2016-03-12 06:05:12,1
80.46,29,56909.3,230.78,Mandatory coherent groupware,Carterton,0,India,2016-06-04 09:13:29,0
82.69,29,61161.29,167.41,Fully-configurable eco-centric frame,Rachelhaven,1,Georgia,2016-05-24 10:16:38,0
35.21,39,52340.1,154.0,Advanced disintermediate data-warehouse,New Timothy,1,United States Minor Outlying Islands,2016-03-25 06:36:53,1
36.37,40,47338.94,144.53,Quality-focused zero-defect data-warehouse,North Jessicaville,1,Kiribati,2016-04-22 00:28:18,1
74.07,22,50950.24,165.43,Cross-group non-volatile secured line,Joneston,1,Ghana,2016-03-22 04:13:35,0
59.96,33,77143.61,197.66,Expanded modular application,Staceyfort,0,Samoa,2016-01-14 08:27:04,1
85.62,29,57032.36,195.68,Triple-buffered systematic info-mediaries,South Dianeshire,0,Iran,2016-04-14 21:37:49,0
40.88,33,48554.45,136.18,Networked non-volatile synergy,West Shannon,1,Costa Rica,2016-05-31 17:50:15,1
36.98,31,39552.49,167.87,Fully-configurable clear-thinking throughput,Micheletown,1,Northern Mariana Islands,2016-03-17 06:25:47,1
35.49,47,36884.23,170.04,Front-line actuating functionalities,North Brittanyburgh,0,Liechtenstein,2016-04-13 07:07:36,1
56.56,26,68783.45,204.47,Compatible composite project,Port Jasmine,1,Grenada,2016-02-03 22:11:13,0
36.62,32,51119.93,162.44,Customer-focused solution-oriented software,New Sabrina,1,Poland,2016-02-02 19:59:17,1
49.35,49,44304.13,119.86,Inverse stable synergy,Lake Charlottestad,0,Kenya,2016-04-07 20:38:02,1
75.64,29,69718.19,204.82,Pre-emptive well-modulated moderator,West Rhondamouth,1,Iran,2016-03-15 19:35:19,0
79.22,27,63429.18,198.79,Intuitive modular system engine,North Debra,1,Belgium,2016-03-11 12:39:19,0
77.05,34,65756.36,236.08,Centralized value-added hierarchy,Villanuevastad,0,Namibia,2016-05-17 18:06:46,0
66.83,46,77871.75,196.17,Assimilated hybrid initiative,North Jeremyport,1,Cyprus,2016-02-28 23:10:32,0
76.2,24,47258.59,228.81,Optimized coherent Internet solution,Lake Susan,1,Japan,2016-03-02 06:35:08,0
56.64,29,55984.89,123.24,Versatile 6thgeneration parallelism,Lake John,1,Zimbabwe,2016-02-27 08:52:50,1
53.33,34,44275.13,111.63,Configurable impactful productivity,Courtneyfort,1,Andorra,2016-03-14 04:34:35,1
50.63,50,25767.16,142.23,Operative full-range forecast,Tammymouth,0,Luxembourg,2016-03-10 15:07:44,1
41.84,49,37605.11,139.32,Operative secondary functionalities,Lake Vanessa,0,Cyprus,2016-05-01 08:27:12,1
53.92,41,25739.09,125.46,Business-focused transitional solution,Lake Amanda,1,Turkey,2016-06-12 11:17:25,1
83.89,28,60188.38,180.88,Ameliorated intermediate Graphical User Interface,Mariemouth,1,Hong Kong,2016-05-28 12:20:15,0
55.32,43,67682.32,127.65,Managed 24hour analyzer,Port Douglasborough,0,Netherlands,2016-03-18 09:08:39,1
53.22,44,44307.18,108.85,Horizontal client-server database,Port Aprilville,0,United States Virgin Islands,2016-05-26 06:03:57,1
43.16,35,25371.52,156.11,Implemented didactic support,Williamsport,1,Marshall Islands,2016-07-06 03:40:17,1
67.51,43,23942.61,127.2,Digitized homogeneous core,Lake Faith,0,Western Sahara,2016-04-29 14:10:00,1
43.16,29,50666.5,143.04,Robust holistic application,Wendyville,1,Saint Vincent and the Grenadines,2016-03-05 20:53:19,1
79.89,30,50356.06,241.38,Synergized uniform hierarchy,Angelhaven,1,United States of America,2016-05-30 08:35:54,0
84.25,32,63936.5,170.9,Pre-emptive client-driven secured line,New Sean,1,Angola,2016-04-10 06:32:11,0
74.18,28,69874.18,203.87,Front-line even-keeled website,Lake Lisa,0,Cayman Islands,2016-01-20 02:31:36,0
85.78,34,50038.65,232.78,Persistent fault-tolerant service-desk,Valerieland,0,Swaziland,2016-07-20 21:53:42,0
80.96,39,67866.95,225.0,Integrated leadingedge frame,New Travis,1,Wallis and Futuna,2016-01-17 04:12:30,0
36.91,48,54645.2,159.69,Ameliorated coherent open architecture,North Samantha,0,Zimbabwe,2016-02-24 07:13:00,1
54.47,23,46780.09,141.52,Vision-oriented bifurcated contingency,Holderville,0,Chad,2016-03-26 19:37:46,1
81.98,34,67432.49,212.88,Up-sized maximized model,Patrickmouth,0,Saint Martin,2016-06-04 09:25:27,0
79.6,39,73392.28,194.23,Organized global flexibility,Lake Deannaborough,0,Rwanda,2016-04-22 07:48:33,0
57.51,38,47682.28,105.71,Re-engineered zero-defect open architecture,Jeffreymouth,0,Moldova,2016-03-31 08:53:43,1
82.3,31,56735.83,232.21,Balanced executive definition,Davieshaven,0,Gabon,2016-04-16 08:36:08,0
73.21,30,51013.37,252.6,Networked logistical info-mediaries,Lake Jessicaville,1,Denmark,2016-05-12 20:57:10,1
79.09,32,69481.85,209.72,Optimized multimedia website,Hernandezchester,1,Svalbard & Jan Mayen Islands,2016-05-07 21:32:51,0
68.47,28,67033.34,226.64,Focused coherent success,North Kennethside,0,Poland,2016-06-25 00:33:23,0
83.69,36,68717.0,192.57,Robust context-sensitive neural-net,Shelbyport,0,Fiji,2016-03-23 05:27:35,0
83.48,31,59340.99,222.72,Intuitive zero administration adapter,Williamport,1,Philippines,2016-03-04 13:47:47,0
43.49,45,47968.32,124.67,Synchronized full-range portal,Smithside,0,Vietnam,2016-06-14 12:08:10,1
66.69,35,48758.92,108.27,Integrated encompassing support,Vanessastad,0,Jersey,2016-05-11 19:13:42,1
48.46,49,61230.03,132.38,Devolved human-resource circuit,Lisamouth,1,Indonesia,2016-01-21 23:33:22,1
42.51,30,54755.71,144.77,Grass-roots transitional flexibility,Lake Rhondaburgh,1,Palestinian Territory,2016-01-15 19:45:33,1
42.83,34,54324.73,132.38,Vision-oriented methodical support,Cunninghamhaven,1,Latvia,2016-04-23 09:42:08,1
41.46,42,52177.4,128.98,Integrated impactful groupware,Robertstown,1,Malta,2016-05-23 08:06:24,1
45.99,33,51163.14,124.61,Face-to-face methodical intranet,South Mark,1,Afghanistan,2016-02-27 15:04:52,1
68.72,27,66861.67,225.97,Fundamental tangible moratorium,New Taylorburgh,0,Austria,2016-02-23 17:37:46,0
63.11,34,63107.88,254.94,Balanced mobile Local Area Network,Port Karenfurt,1,Micronesia,2016-03-17 22:59:46,0
49.21,46,49206.4,115.6,Realigned 24/7 core,Carterland,0,Mexico,2016-02-28 03:34:35,1
55.77,49,55942.04,117.33,Fully-configurable high-level groupware,East Shawn,1,Chile,2016-03-15 14:33:12,1
44.13,40,33601.84,128.48,Ameliorated discrete extranet,West Derekmouth,1,Cuba,2016-03-03 20:20:32,1
57.82,46,48867.36,107.56,Centralized asynchronous portal,Brandiland,1,Belarus,2016-04-06 14:16:52,1
72.46,40,56683.32,113.53,Enhanced tertiary utilization,Cervantesshire,0,Malawi,2016-05-01 09:23:25,1
61.88,45,38260.89,108.18,Balanced disintermediate conglomeration,North Debrashire,0,Afghanistan,2016-05-30 08:02:27,1
78.24,23,54106.21,199.29,Sharable value-added solution,Deannaville,0,Luxembourg,2016-04-04 11:39:51,0
74.61,38,71055.22,231.28,Networked impactful framework,East Christopher,1,South Africa,2016-04-06 23:10:40,0
89.18,37,46403.18,224.01,Public-key impactful neural-net,Rickymouth,1,Nepal,2016-04-26 21:45:50,0
44.16,42,61690.93,133.42,Innovative interactive portal,Port Dennis,1,Spain,2016-05-25 00:34:59,1
55.74,37,26130.93,124.34,Networked asymmetric infrastructure,Lake Michelle,1,Hong Kong,2016-02-11 16:45:41,1
88.82,36,58638.75,169.1,Assimilated discrete strategy,East Johnport,0,Slovakia (Slovak Republic),2016-01-30 00:05:37,0
70.39,32,47357.39,261.52,Phased 5thgeneration open system,Sabrinaview,1,Cayman Islands,2016-07-12 10:56:21,0
59.05,52,50086.17,118.45,Upgradable logistical flexibility,Kristinfurt,1,Uganda,2016-04-23 03:46:34,1
78.58,33,51772.58,250.11,Centralized user-facing service-desk,Chapmanland,1,Vanuatu,2016-04-16 10:36:49,0
35.11,35,47638.3,158.03,Extended analyzing emulation,North Jonathan,1,Anguilla,2016-03-11 13:07:30,1
60.39,45,38987.42,108.25,Front-line methodical utilization,Port Christina,1,Switzerland,2016-03-02 15:39:02,1
81.56,26,51363.16,213.7,Open-source scalable protocol,Juanport,1,Zimbabwe,2016-07-13 21:31:14,0
75.03,34,35764.49,255.57,Networked local secured line,East Mike,0,Uruguay,2016-05-29 18:12:00,1
50.87,24,62939.5,190.41,Programmable empowering orchestration,North Angelatown,0,Liberia,2016-05-10 17:13:47,1
82.8,30,58776.67,223.2,Enhanced systemic benchmark,West Steven,1,Egypt,2016-05-07 08:39:47,0
78.51,25,59106.12,205.71,Focused web-enabled Graphical User Interface,Riggsstad,1,Greece,2016-01-17 13:27:13,0
37.65,51,50457.01,161.29,Automated stable help-desk,Davidview,1,Bahrain,2016-03-09 06:22:03,1
83.17,43,54251.78,244.4,Managed national hardware,Port Kevinborough,1,Sri Lanka,2016-04-05 18:02:49,0
91.37,45,51920.49,182.65,Re-engineered composite moratorium,Lawsonshire,1,Kazakhstan,2016-04-01 07:37:18,1
68.25,29,70324.8,220.08,Phased fault-tolerant definition,Wagnerchester,0,Greenland,2016-02-15 16:18:49,0
81.32,25,52416.18,165.65,Pre-emptive next generation Internet solution,Daisymouth,0,Moldova,2016-03-08 05:12:57,0
76.64,39,66217.31,241.5,Reverse-engineered web-enabled support,North Daniel,1,Poland,2016-02-09 23:38:30,0
74.06,50,60938.73,246.29,Horizontal intermediate monitoring,Port Jacquelinestad,1,Anguilla,2016-06-17 09:38:22,0
39.53,33,40243.82,142.21,Intuitive transitional artificial intelligence,New Teresa,1,Central African Republic,2016-06-01 12:27:17,1
86.58,32,60151.77,195.93,Business-focused asynchronous budgetary management,Henryfort,1,Mexico,2016-02-26 23:44:44,0
90.75,40,45945.88,216.5,Decentralized methodical capability,Lake Joseph,0,Togo,2016-03-11 09:58:32,0
67.71,25,63430.33,225.76,Synergized intangible open system,Daviesborough,1,Armenia,2016-04-28 02:55:10,0
82.41,36,65882.81,222.08,Stand-alone logistical service-desk,North Brandon,0,Nicaragua,2016-04-12 04:22:42,0
45.82,27,64410.8,171.24,Expanded full-range synergy,Adamside,1,Eritrea,2016-02-10 20:43:38,1
76.79,27,55677.12,235.94,Open-architected intangible strategy,Wademouth,0,Canada,2016-05-01 23:21:53,0
70.05,33,75560.65,203.44,Diverse directional hardware,North Raymond,0,Croatia,2016-03-24 17:48:31,0
72.19,32,61067.58,250.32,Balanced discrete approach,Randolphport,1,Switzerland,2016-04-22 19:45:19,0
77.35,34,72330.57,167.26,Total bi-directional success,East Troyhaven,0,Yemen,2016-03-09 12:10:08,0
40.34,29,32549.95,173.75,Object-based motivating instruction set,Clarkborough,0,Tokelau,2016-03-30 05:29:38,1
67.39,44,51257.26,107.19,Realigned intermediate application,Josephberg,0,Armenia,2016-01-24 13:41:38,1
68.68,34,77220.42,187.03,Sharable encompassing database,Lake Jenniferton,1,Equatorial Guinea,2016-07-15 09:42:19,0
81.75,43,52520.75,249.45,Progressive 24/7 definition,Lake Jose,0,Barbados,2016-06-07 05:41:16,0
66.03,22,59422.47,217.37,Pre-emptive next generation strategy,Ashleymouth,0,American Samoa,2016-05-31 23:32:00,0
47.74,33,22456.04,154.93,Open-source 5thgeneration leverage,Henryland,1,Saint Lucia,2016-05-14 14:49:05,1
79.18,31,58443.99,236.96,Open-source holistic productivity,Lake Danielle,0,Algeria,2016-01-10 20:18:21,0
86.81,29,50820.74,199.62,Multi-channeled scalable moratorium,Joshuaburgh,1,Turkmenistan,2016-02-21 16:57:59,0
41.53,42,67575.12,158.81,Optional tangible productivity,South Jeanneport,0,Mayotte,2016-05-23 00:32:54,1
70.92,39,66522.79,249.81,Up-sized intangible circuit,New Nathan,1,South Africa,2016-07-21 20:30:06,0
46.84,45,34903.67,123.22,Virtual homogeneous budgetary management,Jonesshire,0,Macao,2016-05-15 18:44:50,1
44.4,53,43073.78,140.95,Phased zero-defect portal,Mariahview,1,France,2016-06-30 00:43:40,1
52.17,44,57594.7,115.37,Optional modular throughput,New Julianberg,1,Equatorial Guinea,2016-02-24 06:17:18,1
81.45,31,66027.31,205.84,Triple-buffered human-resource complexity,Randyshire,1,Mali,2016-05-30 21:22:22,0
54.08,36,53012.94,111.02,Innovative cohesive pricing structure,Philipberg,1,Mayotte,2016-06-02 04:14:37,1
76.65,31,61117.5,238.43,Function-based executive moderator,West Dennis,0,Pakistan,2016-04-18 07:00:38,0
54.39,20,52563.22,171.9,Digitized content-based circuit,Richardshire,1,Guadeloupe,2016-02-29 18:06:21,1
37.74,40,65773.49,190.95,Balanced uniform algorithm,Lake James,0,Denmark,2016-05-27 12:45:37,1
69.86,25,50506.44,241.36,Triple-buffered foreground encryption,Austinborough,0,New Zealand,2016-01-12 21:17:15,0
85.37,36,66262.59,194.56,Front-line system-worthy flexibility,Alexandrafort,1,Netherlands Antilles,2016-01-27 17:08:19,0
80.99,26,35521.88,207.53,Centralized clear-thinking Graphic Interface,Melissastad,1,Belarus,2016-06-10 03:56:41,0
78.84,32,62430.55,235.29,Optimized 5thgeneration moratorium,Gonzalezburgh,1,Taiwan,2016-04-09 09:26:39,0
77.36,41,49597.08,115.79,Fully-configurable asynchronous firmware,Port Jennifer,0,El Salvador,2016-02-26 06:00:16,1
55.46,37,42078.89,108.1,Exclusive systematic algorithm,Chrismouth,0,Taiwan,2016-02-21 23:07:11,1
35.66,45,46197.59,151.72,Exclusive cohesive intranet,Port Beth,0,Peru,2016-04-29 14:08:26,1
50.78,51,49957.0,122.04,Vision-oriented asynchronous Internet solution,West David,0,Liberia,2016-02-11 17:02:07,1
40.47,38,24078.93,203.9,Sharable 5thgeneration access,Fraziershire,0,Burundi,2016-07-22 07:44:43,1
45.62,43,53647.81,121.28,Monitored homogeneous artificial intelligence,Robertfurt,0,Macao,2016-06-26 02:34:15,1
84.76,30,61039.13,178.69,Monitored 24/7 moratorium,South Pamela,0,Venezuela,2016-05-14 23:08:14,0
80.64,26,46974.15,221.59,Vision-oriented real-time framework,North Laurenview,0,Luxembourg,2016-05-24 10:04:39,0
75.94,27,53042.51,236.96,Future-proofed stable function,Campbellstad,1,Italy,2016-02-16 12:05:45,0
37.01,50,48826.14,216.01,Secured encompassing Graphical User Interface,Port Derekberg,0,San Marino,2016-03-20 02:44:13,1
87.18,31,58287.86,193.6,Right-sized logistical middleware,West Andrew,0,Madagascar,2016-01-31 05:12:44,0
56.91,50,21773.22,146.44,Team-oriented executive core,West Randy,0,Norfolk Island,2016-04-01 05:17:28,1
75.24,24,52252.91,226.49,Vision-oriented next generation solution,South Christopher,0,Vanuatu,2016-02-25 16:33:24,0
42.84,52,27073.27,182.2,Enhanced optimizing website,Lake Michellebury,1,Tunisia,2016-03-21 11:02:49,1
67.56,47,50628.31,109.98,Reduced background data-warehouse,Zacharyton,0,Paraguay,2016-02-12 05:20:19,1
34.96,42,36913.51,160.49,Right-sized mobile initiative,West James,1,Macedonia,2016-06-01 16:10:30,1
87.46,37,61009.1,211.56,Synergized grid-enabled framework,Millerview,1,Heard Island and McDonald Islands,2016-06-16 03:17:45,0
41.86,39,53041.77,128.62,Open-source stable paradigm,Hawkinsbury,1,Ethiopia,2016-03-26 15:28:07,1
34.04,34,40182.84,174.88,Reverse-engineered context-sensitive emulation,Elizabethport,1,El Salvador,2016-02-16 07:37:28,1
54.96,42,59419.78,113.75,Public-key disintermediate emulation,West Amanda,1,Niger,2016-02-28 09:31:31,1
87.14,31,58235.21,199.4,Up-sized bifurcated capability,Wadestad,1,Timor-Leste,2016-05-18 01:00:52,0
78.79,32,68324.48,215.29,Stand-alone background open system,Mauriceshire,1,Uruguay,2016-02-21 13:11:08,0
65.56,25,69646.35,181.25,Stand-alone explicit orchestration,West Arielstad,1,Somalia,2016-01-05 12:59:07,0
81.05,34,54045.39,245.5,Configurable asynchronous application,Adamsstad,0,Malaysia,2016-05-18 00:07:43,0
55.71,37,57806.03,112.52,Upgradable 4thgeneration portal,Lake James,1,Korea,2016-03-06 23:26:44,1
45.48,49,53336.76,129.16,Networked client-server solution,Blairborough,1,Lao People's Democratic Republic,2016-05-19 04:23:41,1
47.0,56,50491.45,149.53,Public-key bi-directional Graphical User Interface,New Marcusbury,0,Bahamas,2016-04-29 20:40:21,1
59.64,51,71455.62,153.12,Re-contextualized human-resource success,Evansville,1,Guyana,2016-05-03 01:09:01,1
35.98,45,43241.88,150.79,Front-line fresh-thinking installation,Huffmanchester,0,Ethiopia,2016-06-27 21:51:47,1
72.55,22,58953.01,202.34,Balanced empowering success,New Cynthia,0,Bosnia and Herzegovina,2016-02-08 07:33:22,0
91.15,38,36834.04,184.98,Robust uniform framework,Joshuamouth,0,Cyprus,2016-02-22 07:04:05,0
80.53,29,66345.1,187.64,Sharable upward-trending support,West Benjamin,0,Singapore,2016-03-21 08:13:24,0
82.49,45,38645.4,130.84,Assimilated multi-state paradigm,Williamsfort,0,Dominican Republic,2016-05-31 00:58:37,1
80.94,36,60803.0,239.94,Self-enabling local strategy,North Tiffany,0,Bermuda,2016-01-01 05:31:22,0
61.76,34,33553.9,114.69,Open-source local approach,Edwardsport,0,Jamaica,2016-05-27 08:53:51,1
63.3,38,63071.34,116.19,Polarized intangible encoding,Lake Evantown,0,Saint Barthelemy,2016-05-09 07:13:27,1
36.73,34,46737.34,149.79,Multi-lateral attitude-oriented adapter,South Henry,1,Albania,2016-06-27 01:56:36,1
78.41,33,55368.67,248.23,Multi-lateral 24/7 Internet solution,Harmonhaven,1,Mozambique,2016-06-03 04:51:46,0
83.98,36,68305.91,194.62,Profit-focused secondary portal,West Gregburgh,0,Zimbabwe,2016-02-24 00:44:44,0
63.18,45,39211.49,107.92,Reactive upward-trending migration,Hansenland,0,Georgia,2016-03-05 12:03:41,1
50.6,48,65956.71,135.67,Customer-focused fault-tolerant implementation,Port Michaelmouth,0,Brazil,2016-01-15 22:49:45,1
32.6,38,40159.2,190.05,Customizable homogeneous contingency,Tylerport,0,Syrian Arab Republic,2016-02-12 03:39:09,1
60.83,19,40478.83,185.46,Versatile next generation pricing structure,West Lacey,1,Palestinian Territory,2016-02-19 20:49:27,0
44.72,46,40468.53,123.86,Cross-group systemic customer loyalty,North Jenniferburgh,1,Grenada,2016-03-12 02:48:18,1
78.76,51,66980.27,162.05,Face-to-face modular budgetary management,South Davidhaven,0,Ghana,2016-07-23 04:04:42,1
79.51,39,34942.26,125.11,Proactive non-volatile encryption,North Charlesbury,1,Brunei Darussalam,2016-03-06 09:33:46,1
39.3,32,48335.2,145.73,Decentralized bottom-line help-desk,Jonathanland,0,Lithuania,2016-02-24 04:11:37,1
64.79,30,42251.59,116.07,Visionary mission-critical application,North Virginia,0,Maldives,2016-02-17 20:22:49,1
89.8,36,57330.43,198.24,User-centric attitude-oriented adapter,West Tanner,0,Lesotho,2016-02-02 04:57:50,0
72.82,34,75769.82,191.82,User-centric discrete success,Jonesmouth,1,Czech Republic,2016-01-27 16:06:05,0
38.65,31,51812.71,154.77,Total even-keeled architecture,Port Jason,1,Iceland,2016-05-24 09:50:41,1
59.01,30,75265.96,178.75,Focused multimedia implementation,West Annefort,1,Philippines,2016-02-08 22:45:26,1
78.96,50,69868.48,193.15,Stand-alone well-modulated product,East Jason,0,Cayman Islands,2016-02-12 01:55:38,1
63.99,43,72802.42,138.46,Ameliorated bandwidth-monitored contingency,North Cassie,0,Haiti,2016-01-11 08:18:12,1
41.35,27,39193.45,162.46,Streamlined homogeneous analyzer,Hintonport,1,Colombia,2016-03-03 03:51:27,1
62.79,36,18368.57,231.87,Total coherent archive,New James,1,Luxembourg,2016-05-30 20:08:51,1
45.53,29,56129.89,141.58,Front-line neutral alliance,North Destiny,0,United Arab Emirates,2016-04-22 22:01:21,1
51.65,31,58996.56,249.99,Virtual context-sensitive support,Mclaughlinbury,0,Ireland,2016-05-25 10:39:28,0
54.55,44,41547.62,109.04,Re-engineered optimal policy,West Gabriellamouth,0,Canada,2016-02-04 03:10:17,1
